File,Class,Eigenvector 1 (X-axis),Eigenvector 2 (Y-axis),Eigenvector 3 (Z-axis)
D00359.obj,House,1.0,1.8318679906315087e-15,2.8670396144731145e-16
D00389.obj,House,1.0,1.0,1.0
D00415.obj,House,1.0,1.0,1.0
D00454.obj,House,1.0,1.0,1.0
D00568.obj,House,1.0,1.0,1.0
D00574.obj,House,1.0,1.5146885545366795e-16,1.0058976541169555e-16
D00665.obj,House,1.0,1.0,1.0
D00873.obj,House,1.0,1.0,1.0
D00889.obj,House,1.0,1.0,1.0
D00901.obj,House,1.0,1.0,1.0
D00903.obj,House,1.0,1.0,1.0
D00941.obj,House,1.0,1.0,1.0
D00946.obj,House,1.0,2.3566658591005034e-15,2.762780208381407e-15
D00965.obj,House,1.0,1.0,1.0
m423.obj,House,1.0,1.0,1.0
m429.obj,House,1.0,1.0,1.0
m430.obj,House,1.0,1.0,1.0
m431.obj,House,1.0,1.0,1.0
m432.obj,House,1.0,1.0,1.0
m433.obj,House,1.0,1.0,1.0
m434.obj,House,1.0,1.0,1.0
m435.obj,House,1.0,1.0,1.0
m436.obj,House,1.0,1.0,1.0
m439.obj,House,1.0,1.6057960800927673e-16,2.8742368777579215e-16
m440.obj,House,1.0,1.0,1.0
m441.obj,House,1.0,1.0,1.0
m443.obj,House,1.0,1.0,1.0
m446.obj,House,1.0,3.381659891484342e-16,4.207142178813657e-16
m447.obj,House,1.0,2.6367123768594095e-16,4.745138801064926e-16
m448.obj,House,1.0,8.228121393560147e-17,2.256891373254544e-16
m449.obj,House,1.0,1.0,1.0
m451.obj,House,1.0,1.0,1.0
m452.obj,House,1.0,1.0,1.0
m453.obj,House,1.0,1.0,1.0
m454.obj,House,1.0,1.0,1.0
m456.obj,House,1.0,1.0,1.0
m457.obj,House,1.0,1.0,1.0
m460.obj,House,1.0,1.585532972954392e-15,1.3507440010799488e-15
m461.obj,House,1.0,1.0,1.0
m462.obj,House,1.0,7.6872711904177805e-16,4.773271912002907e-16
D00013.obj,HumanHead,1.0,5.6337101980149835e-15,6.7753789234303374e-15
D00061.obj,HumanHead,1.0,3.944119213816175e-15,3.62164360876869e-15
D00072.obj,HumanHead,1.0,1.5453809084491617e-16,2.3370007178121008e-17
D00106.obj,HumanHead,1.0,1.0,1.0
D00131.obj,HumanHead,1.0,2.334853731795499e-15,1.1920496502347952e-15
D00205.obj,HumanHead,1.0,7.111369178361261e-16,3.2799420240888727e-16
D00313.obj,HumanHead,1.0,1.0,1.0
D00434.obj,HumanHead,1.0,4.287944551361562e-16,2.4991853659551778e-17
D00487.obj,HumanHead,1.0,1.7763568394002505e-15,1.443289932012703e-15
D00488.obj,HumanHead,1.0,1.0,1.0
D00566.obj,HumanHead,1.0,1.0,1.0
D00578.obj,HumanHead,1.0,5.759291811599494e-16,2.0071488771479772e-17
D00591.obj,HumanHead,1.0,1.3361388051425703e-16,2.445105210208693e-16
D00610.obj,HumanHead,1.0,1.0,1.0
D00629.obj,HumanHead,1.0,1.0,1.0
D00653.obj,HumanHead,1.0,3.018260048153746e-15,3.3883784624527937e-15
D00690.obj,HumanHead,1.0,4.46794389591527e-16,6.722461806655053e-16
D00758.obj,HumanHead,1.0,1.0,1.0
D00910.obj,HumanHead,1.0,1.0,1.0
D00984.obj,HumanHead,1.0,1.0,1.0
m340.obj,HumanHead,1.0,1.0,1.0
m341.obj,HumanHead,1.0,3.6714037062162537e-16,1.693226369619386e-16
m342.obj,HumanHead,1.0,2.946844326632092e-15,6.403540839012992e-15
m343.obj,HumanHead,1.0,1.0,1.0
m344.obj,HumanHead,1.0,5.872964782716905e-16,6.894168957769165e-16
m345.obj,HumanHead,1.0,4.2302419707106296e-14,4.2302419707106296e-14
m346.obj,HumanHead,1.0,4.0547450579952674e-16,9.195775109999988e-16
m347.obj,HumanHead,1.0,1.0,1.0
m348.obj,HumanHead,1.0,1.0,1.0
m349.obj,HumanHead,1.0,1.0,1.0
m350.obj,HumanHead,1.0,8.475847186140886e-16,5.234557741836402e-16
m351.obj,HumanHead,1.0,1.0,1.0
m352.obj,HumanHead,1.0,1.0,1.0
m353.obj,HumanHead,1.0,1.0,1.0
m354.obj,HumanHead,1.0,3.276276310192869e-16,3.63319594406352e-16
m355.obj,HumanHead,1.0,1.0,1.0
m356.obj,HumanHead,1.0,1.007752548736555e-16,1.76652482271202e-16
m357.obj,HumanHead,1.0,1.0,1.0
m358.obj,HumanHead,1.0,1.5553051096177587e-15,2.1519125450537323e-15
m359.obj,HumanHead,1.0,1.0,1.0
m360.obj,HumanHead,1.0,1.6820672386482044e-15,2.206606884673531e-15
m361.obj,HumanHead,1.0,1.0,1.0
m362.obj,HumanHead,1.0,4.017560943599287e-15,4.161925214984554e-15
m363.obj,HumanHead,1.0,2.3014003969250318e-14,2.2037933147982934e-14
m364.obj,HumanHead,1.0,1.0,1.0
m365.obj,HumanHead,1.0,1.0,1.0
m366.obj,HumanHead,1.0,1.0,1.0
m367.obj,HumanHead,1.0,1.0,1.0
m368.obj,HumanHead,1.0,4.6386408232720235e-14,4.6386408232720235e-14
m369.obj,HumanHead,1.0,1.0,1.0
m370.obj,HumanHead,1.0,1.0,1.0
m118.obj,Humanoid,1.0,1.0,1.0
m119.obj,Humanoid,1.0,1.0,1.0
m120.obj,Humanoid,1.0,1.0,1.0
m121.obj,Humanoid,1.0,1.0,1.0
m122.obj,Humanoid,1.0,1.4798429648714695e-16,1.5731684397232717e-18
m123.obj,Humanoid,1.0,1.4183430634278468e-16,2.4349866648669024e-17
m124.obj,Humanoid,1.0,8.625116227722682e-17,2.474751579116667e-16
m125.obj,Humanoid,1.0,1.0,1.0
m126.obj,Humanoid,1.0,1.0700268362561275e-14,1.0757273121158676e-14
m128.obj,Humanoid,1.0,6.4923808369084e-17,6.157076585424962e-17
m129.obj,Humanoid,1.0,1.0,1.0
m130.obj,Humanoid,1.0,1.0,1.0
m131.obj,Humanoid,1.0,1.0,1.0
m132.obj,Humanoid,1.0,1.0,1.0
m133.obj,Humanoid,1.0,1.0,1.0
m134.obj,Humanoid,1.0,1.0,1.0
m135.obj,Humanoid,1.0,1.0,1.0
m136.obj,Humanoid,1.0,8.941599309953223e-17,1.3454935970868876e-16
m137.obj,Humanoid,1.0,1.3257987384981378e-17,3.118427349978282e-16
m138.obj,Humanoid,1.0,2.019971337157067e-16,2.019971337157067e-16
m139.obj,Humanoid,1.0,1.0,1.0
m140.obj,Humanoid,1.0,1.6154697259819796e-16,2.5161428974791523e-17
m141.obj,Humanoid,1.0,1.0,1.0
m143.obj,Humanoid,1.0,1.0,1.0
m144.obj,Humanoid,1.0,1.9831926549822598e-16,6.36634504607582e-16
m145.obj,Humanoid,1.0,1.9664837062040674e-17,7.168478871556605e-17
m146.obj,Humanoid,1.0,1.0,1.0
m147.obj,Humanoid,1.0,1.876734170973846e-16,8.130024711276507e-18
m148.obj,Humanoid,1.0,1.0,1.0
m149.obj,Humanoid,1.0,1.0,1.0
m150.obj,Humanoid,1.0,1.0,1.0
m151.obj,Humanoid,1.0,1.3839553547177953e-16,5.132769807640174e-17
m152.obj,Humanoid,1.0,1.0,1.0
m153.obj,Humanoid,1.0,1.0,1.0
m154.obj,Humanoid,1.0,1.0,1.0
m155.obj,Humanoid,1.0,1.0,1.0
m156.obj,Humanoid,1.0,1.0,1.0
m157.obj,Humanoid,1.0,3.874643053172861e-16,2.64588289087826e-16
m158.obj,Humanoid,1.0,1.0,1.0
m159.obj,Humanoid,1.0,1.0,1.0
m160.obj,Humanoid,1.0,1.5532508356089493e-16,2.1683872701743475e-16
m161.obj,Humanoid,1.0,1.0,1.0
m162.obj,Humanoid,1.0,1.0,1.0
m163.obj,Humanoid,1.0,1.0,1.0
m164.obj,Humanoid,1.0,6.0449120399680226e-18,5.98112329873628e-17
m165.obj,Humanoid,1.0,2.8791534836383435e-16,2.6133104993307344e-16
m166.obj,Humanoid,1.0,1.0258883164364494e-16,1.4958306508460937e-16
m167.obj,Humanoid,1.0,1.5692465267898879e-16,1.5692465267898879e-16
m168.obj,Humanoid,1.0,1.0,1.0
m169.obj,Humanoid,1.0,1.0,1.0
m170.obj,Humanoid,1.0,3.2196825792987624e-17,8.425053428355119e-17
m171.obj,Humanoid,1.0,1.0,1.0
m172.obj,Humanoid,1.0,1.0,1.0
m173.obj,Humanoid,1.0,2.341697513369814e-17,8.71968271879202e-17
m174.obj,Humanoid,1.0,1.0,1.0
m175.obj,Humanoid,1.0,2.9361459176259556e-15,3.157310610432935e-15
m176.obj,Humanoid,1.0,0.0,0.0
m177.obj,Humanoid,1.0,7.892160756131138e-18,9.194639781651972e-17
m178.obj,Humanoid,1.0,1.0,1.0
m179.obj,Humanoid,1.0,1.0,1.0
m180.obj,Humanoid,1.0,1.0,1.0
m181.obj,Humanoid,1.0,7.871594420901992e-16,3.772380286144405e-16
m182.obj,Humanoid,1.0,1.0,1.0
m183.obj,Humanoid,1.0,1.0,1.0
m184.obj,Humanoid,1.0,1.0157996119578803e-15,1.1626700772931435e-15
m185.obj,Humanoid,1.0,2.368007396557375e-16,1.6470790545002258e-17
m186.obj,Humanoid,1.0,1.0,1.0
m187.obj,Humanoid,1.0,2.140298446099666e-17,1.5870363173893666e-16
m188.obj,Humanoid,1.0,1.0,1.0
m189.obj,Humanoid,1.0,1.0,1.0
m190.obj,Humanoid,1.0,5.437480573845533e-16,7.016070660507156e-16
m191.obj,Humanoid,1.0,1.0,1.0
m192.obj,Humanoid,1.0,2.2184770584981944e-17,9.860018541115178e-17
m193.obj,Humanoid,1.0,6.932074705974007e-15,6.659847802112059e-15
m194.obj,Humanoid,1.0,1.0,1.0
m195.obj,Humanoid,1.0,1.280663318894071e-16,4.606425712438707e-17
m196.obj,Humanoid,1.0,1.0,1.0
m197.obj,Humanoid,1.0,1.0,1.0
m198.obj,Humanoid,1.0,1.8094481282365722e-15,1.9820304152310727e-15
m199.obj,Humanoid,1.0,8.666503378190634e-17,9.794121927092151e-17
m202.obj,Humanoid,1.0,1.0,1.0
m203.obj,Humanoid,1.0,1.545014907238907e-17,4.302914525858037e-17
m204.obj,Humanoid,1.0,1.0,1.0
m205.obj,Humanoid,1.0,1.0,1.0
m206.obj,Humanoid,1.0,5.006417055041903e-16,4.054761907350453e-17
m207.obj,Humanoid,1.0,5.296059279527213e-15,5.185430606255511e-15
m208.obj,Humanoid,1.0,1.0,1.0
m210.obj,Humanoid,1.0,1.0,1.0
m211.obj,Humanoid,1.0,1.0,1.0
m212.obj,Humanoid,1.0,1.0,1.0
m213.obj,Humanoid,1.0,1.0,1.0
m214.obj,Humanoid,1.0,1.0,1.0
m215.obj,Humanoid,1.0,1.0,1.0
m216.obj,Humanoid,1.0,1.0,1.0
m217.obj,Humanoid,1.0,7.611830999447455e-15,7.611830999447455e-15
m218.obj,Humanoid,1.0,5.503745821178698e-16,1.0063362750102498e-15
m219.obj,Humanoid,1.0,1.0,1.0
m220.obj,Humanoid,1.0,2.1210543887368598e-18,1.9041450277864317e-16
m221.obj,Humanoid,1.0,1.0,1.0
m222.obj,Humanoid,1.0,1.0,1.0
m223.obj,Humanoid,1.0,1.0,1.0
m224.obj,Humanoid,1.0,1.0,1.0
m226.obj,Humanoid,1.0,8.341691018142122e-17,2.2285807806039223e-16
m227.obj,Humanoid,1.0,3.608624296005926e-17,2.76131692575529e-16
m228.obj,Humanoid,1.0,6.841987896320434e-18,1.9395866984679968e-16
m229.obj,Humanoid,1.0,1.0,1.0
m230.obj,Humanoid,1.0,1.0,1.0
m231.obj,Humanoid,1.0,1.0,1.0
m232.obj,Humanoid,1.0,1.0,1.0
m233.obj,Humanoid,1.0,1.0,1.0
m234.obj,Humanoid,1.0,1.0,1.0
m235.obj,Humanoid,1.0,1.0,1.0
m236.obj,Humanoid,1.0,1.0,1.0
m237.obj,Humanoid,1.0,1.0,1.0
m238.obj,Humanoid,1.0,7.462836257329758e-16,1.3863322491146617e-16
m239.obj,Humanoid,1.0,1.0,1.0
m240.obj,Humanoid,1.0,1.0,1.0
m241.obj,Humanoid,1.0,8.921531905124848e-18,2.094718262384386e-16
m242.obj,Humanoid,1.0,1.0,1.0
m243.obj,Humanoid,1.0,1.0,1.0
m244.obj,Humanoid,1.0,1.706204068696159e-16,1.510148713881157e-16
m245.obj,Humanoid,1.0,6.299589788069301e-16,6.126516473021619e-17
m246.obj,Humanoid,1.0,9.98036389184345e-17,6.362523667171123e-17
m248.obj,Humanoid,1.0,1.0,1.0
m249.obj,Humanoid,1.0,1.0,1.0
m250.obj,Humanoid,1.0,1.0,1.0
m251.obj,Humanoid,1.0,1.0,1.0
m252.obj,Humanoid,1.0,1.0,1.0
m253.obj,Humanoid,1.0,2.0358921335535736e-16,1.3457624530721098e-16
m254.obj,Humanoid,1.0,1.0,1.0
m255.obj,Humanoid,1.0,2.194378885313196e-16,1.523028140835741e-16
m256.obj,Humanoid,1.0,4.171796825078389e-16,2.853176331709305e-16
m257.obj,Humanoid,1.0,1.0,1.0
m258.obj,Humanoid,1.0,1.0,1.0
m259.obj,Humanoid,1.0,7.612951917563554e-17,1.9277596523953688e-16
m260.obj,Humanoid,1.0,1.0,1.0
m261.obj,Humanoid,1.0,3.0340477262792027e-15,2.5650235750631856e-15
m262.obj,Humanoid,1.0,1.584266779160925e-16,1.3928673856725457e-16
m263.obj,Humanoid,1.0,1.0,1.0
m264.obj,Humanoid,1.0,3.443075508341545e-17,4.283009015974531e-18
m265.obj,Humanoid,1.0,1.0,1.0
m266.obj,Humanoid,1.0,1.3609932733446277e-15,1.0761144208835972e-15
D00081.obj,Insect,1.0,1.0,1.0
D00082.obj,Insect,1.0,1.7210684862924613e-16,2.357281456530447e-17
D00102.obj,Insect,1.0,1.0,1.0
D00109.obj,Insect,1.0,1.0,1.0
D00117.obj,Insect,1.0,1.0,1.0
D00136.obj,Insect,1.0,1.0,1.0
D00160.obj,Insect,1.0,1.0,1.0
D00180.obj,Insect,1.0,5.36827620066808e-16,6.33479510859821e-16
D00231.obj,Insect,1.0,1.0,1.0
D00291.obj,Insect,1.0,1.0,1.0
D00294.obj,Insect,1.0,1.0,1.0
D00309.obj,Insect,1.0,1.0,1.0
D00315.obj,Insect,1.0,1.0,1.0
D00333.obj,Insect,1.0,1.0,1.0
D00399.obj,Insect,1.0,4.300334147737833e-16,3.265453817032981e-16
D00430.obj,Insect,1.0,8.067556504929175e-16,1.2957059506905742e-15
D00510.obj,Insect,1.0,1.8207657603852564e-16,9.325873406851312e-17
D00590.obj,Insect,1.0,1.0,1.0
D00615.obj,Insect,1.0,2.218376437248741e-16,2.218376437248741e-16
D00662.obj,Insect,1.0,5.04870326954642e-15,5.751920649226048e-15
D00668.obj,Insect,1.0,1.0,1.0
D00672.obj,Insect,1.0,1.0,1.0
D00695.obj,Insect,1.0,1.0,1.0
D00713.obj,Insect,1.0,2.3486064079031158e-15,3.3689809221678466e-15
D00732.obj,Insect,1.0,3.4405601639272805e-16,4.549235693701004e-16
D00734.obj,Insect,1.0,7.74207087328449e-15,7.806579520322028e-15
D00746.obj,Insect,1.0,1.0,1.0
D00752.obj,Insect,1.0,1.0,1.0
D00753.obj,Insect,1.0,1.0,1.0
D00774.obj,Insect,1.0,6.010804346045713e-16,5.709205155623885e-16
D00786.obj,Insect,1.0,1.0,1.0
D00787.obj,Insect,1.0,1.0,1.0
D00788.obj,Insect,1.0,1.0,1.0
D00806.obj,Insect,1.0,6.696698785356581e-17,2.7257745265377206e-16
D00814.obj,Insect,1.0,1.0,1.0
D00855.obj,Insect,1.0,1.0,1.0
D00884.obj,Insect,1.0,1.0,1.0
D00895.obj,Insect,1.0,6.771304938599604e-16,2.699403488557593e-16
D00973.obj,Insect,1.0,1.0,1.0
D00989.obj,Insect,1.0,1.0,1.0
m0.obj,Insect,1.0,1.0,1.0
m1.obj,Insect,1.0,1.0,1.0
m10.obj,Insect,1.0,4.2772132671829567e-16,2.3066358974118763e-16
m11.obj,Insect,1.0,1.0,1.0
m12.obj,Insect,1.0,1.5774327551653302e-18,1.3990025024252552e-16
m13.obj,Insect,1.0,1.0,1.0
m14.obj,Insect,1.0,1.0,1.0
m15.obj,Insect,1.0,2.546079266556172e-16,2.546079266556172e-16
m16.obj,Insect,1.0,1.0,1.0
m17.obj,Insect,1.0,1.0,1.0
m18.obj,Insect,1.0,2.6934804982248095e-17,2.639151671839487e-16
m19.obj,Insect,1.0,6.935992628388943e-16,3.6014920433590883e-16
m2.obj,Insect,1.0,1.7069679003611774e-15,1.0479542607407073e-15
m20.obj,Insect,1.0,1.0,1.0
m21.obj,Insect,1.0,5.633195816115701e-16,3.8425354974342534e-16
m22.obj,Insect,1.0,1.0,1.0
m23.obj,Insect,1.0,1.0,1.0
m24.obj,Insect,1.0,2.5625560013645218e-18,3.361273459165335e-16
m25.obj,Insect,1.0,1.0,1.0
m26.obj,Insect,1.0,1.0,1.0
m3.obj,Insect,1.0,1.8284739007445868e-13,1.829550217342732e-13
m4.obj,Insect,1.0,1.0,1.0
m6.obj,Insect,1.0,1.0,1.0
m7.obj,Insect,1.0,1.0,1.0
m8.obj,Insect,1.0,1.0,1.0
m9.obj,Insect,1.0,1.0,1.0
m1147.obj,Jet,1.0,1.0,1.0
m1149.obj,Jet,1.0,1.0,1.0
m1150.obj,Jet,1.0,1.0,1.0
m1151.obj,Jet,1.0,8.058138568026616e-17,9.521798836366766e-17
m1152.obj,Jet,1.0,1.873523854890353e-16,7.460526187207902e-17
m1153.obj,Jet,1.0,8.191909024123869e-17,2.286737680409677e-16
m1154.obj,Jet,1.0,1.0,1.0
m1155.obj,Jet,1.0,1.0,1.0
m1156.obj,Jet,1.0,1.0,1.0
m1157.obj,Jet,1.0,1.0,1.0
m1158.obj,Jet,1.0,2.204398680311333e-16,2.077152641416596e-16
m1159.obj,Jet,1.0,1.873523854890353e-16,7.460526187207902e-17
m1161.obj,Jet,1.0,1.0,1.0
m1162.obj,Jet,1.0,8.688194485174714e-17,2.1413947292653562e-16
m1163.obj,Jet,1.0,1.0,1.0
m1165.obj,Jet,1.0,2.804374367693001e-17,1.248159209512109e-16
m1166.obj,Jet,1.0,1.0,1.0
m1167.obj,Jet,1.0,3.5094599334386285e-16,8.015012893725983e-17
m1168.obj,Jet,1.0,1.0,1.0
m1169.obj,Jet,1.0,1.0,1.0
m1171.obj,Jet,1.0,1.9540260327167935e-16,3.2250328142110505e-18
m1172.obj,Jet,1.0,1.0,1.0
m1173.obj,Jet,1.0,1.2496407396081886e-18,1.0541105984780969e-16
m1174.obj,Jet,1.0,1.417674655163187e-16,3.1325520405404934e-16
m1175.obj,Jet,1.0,1.0,1.0
m1176.obj,Jet,1.0,1.0675433354111608e-16,4.062628580185125e-16
m1177.obj,Jet,1.0,1.0,1.0
m1178.obj,Jet,1.0,1.0,1.0
m1179.obj,Jet,1.0,1.0,1.0
m1180.obj,Jet,1.0,1.0,1.0
m1181.obj,Jet,1.0,1.0,1.0
m1182.obj,Jet,1.0,1.0,1.0
m1183.obj,Jet,1.0,1.20311496993383e-16,3.2902724455229333e-16
m1184.obj,Jet,1.0,1.0,1.0
m1185.obj,Jet,1.0,4.686069404062996e-15,4.541443669717899e-15
m1187.obj,Jet,1.0,1.0,1.0
m1188.obj,Jet,1.0,2.6872729605427333e-16,2.2186444243593795e-16
m1190.obj,Jet,1.0,1.0,1.0
m1191.obj,Jet,1.0,1.0,1.0
m1193.obj,Jet,1.0,0.0,2.2204460492503136e-16
m1194.obj,Jet,1.0,1.0,1.0
m1195.obj,Jet,1.0,1.0,1.0
m1196.obj,Jet,1.0,1.0,1.0
m1197.obj,Jet,1.0,2.1931208299578925e-16,2.57643860171891e-18
m1198.obj,Jet,1.0,1.0,1.0
m1199.obj,Jet,1.0,1.0,1.0
m1200.obj,Jet,1.0,1.0,1.0
m1201.obj,Jet,1.0,1.0,1.0
m1202.obj,Jet,1.0,1.0,1.0
m1204.obj,Jet,1.0,1.0,1.0
m1205.obj,Jet,1.0,1.0,1.0
m1207.obj,Jet,1.0,1.0,1.0
m1208.obj,Jet,1.0,1.0,1.0
m1209.obj,Jet,1.0,1.6091814048361904e-16,1.2777632359757777e-16
m1210.obj,Jet,1.0,1.0,1.0
m1211.obj,Jet,1.0,1.0,1.0
m1212.obj,Jet,1.0,1.0,1.0
m1213.obj,Jet,1.0,1.0,1.0
m1214.obj,Jet,1.0,1.0,1.0
m1215.obj,Jet,1.0,1.0,1.0
m1216.obj,Jet,1.0,1.0,1.0
m1217.obj,Jet,1.0,1.0,1.0
m1218.obj,Jet,1.0,1.0,1.0
m1219.obj,Jet,1.0,1.0,1.0
m1220.obj,Jet,1.0,1.0,1.0
m1221.obj,Jet,1.0,1.0,1.0
m1222.obj,Jet,1.0,1.0,1.0
m1223.obj,Jet,1.0,1.0,1.0
m1224.obj,Jet,1.0,2.9710132984487543e-16,9.606760541144908e-17
m1225.obj,Jet,1.0,1.2898469718212842e-16,3.355228603507623e-17
m1226.obj,Jet,1.0,1.0,1.0
m1227.obj,Jet,1.0,1.0,1.0
m1228.obj,Jet,1.0,4.089536407874329e-16,2.0131538877934245e-17
m1229.obj,Jet,1.0,1.6414958703546672e-16,1.6414958703546672e-16
m1230.obj,Jet,1.0,1.0,1.0
m1231.obj,Jet,1.0,1.0,1.0
m1232.obj,Jet,1.0,1.6688096438514742e-16,4.490600171539536e-16
m1233.obj,Jet,1.0,1.7889142630301465e-17,1.2386532475599207e-16
m1234.obj,Jet,1.0,1.5919615313390258e-15,1.0541301230721732e-15
m1235.obj,Jet,1.0,1.0,1.0
m1236.obj,Jet,1.0,1.0,1.0
m1237.obj,Jet,1.0,1.0,1.0
m1238.obj,Jet,1.0,1.0,1.0
m1239.obj,Jet,1.0,1.6115865320589173e-16,4.441317128241442e-17
m1240.obj,Jet,1.0,7.148904330886952e-17,3.7034586749474214e-16
m1241.obj,Jet,1.0,1.0,1.0
m1242.obj,Jet,1.0,1.0,1.0
m1243.obj,Jet,1.0,1.0,1.0
m1245.obj,Jet,1.0,1.0,1.0
m1246.obj,Jet,1.0,2.9289090501373594e-16,2.394373706828931e-16
m1247.obj,Jet,1.0,2.351719767500777e-16,3.3746063837823924e-16
m1248.obj,Jet,1.0,1.0,1.0
m1249.obj,Jet,1.0,1.0,1.0
m1250.obj,Jet,1.0,1.0,1.0
m1251.obj,Jet,1.0,1.0,1.0
m1252.obj,Jet,1.0,1.77635683940025e-17,6.989169776924089e-17
m1253.obj,Jet,1.0,3.0413319238367515e-16,2.849771327310771e-17
m1255.obj,Jet,1.0,8.156961812488226e-17,8.156961812488226e-17
m1256.obj,Jet,1.0,1.0,1.0
m1257.obj,Jet,1.0,1.0,1.0
m1258.obj,Jet,1.0,1.624019171216041e-16,1.3173076266449592e-16
m1259.obj,Jet,1.0,1.0,1.0
m1260.obj,Jet,1.0,1.0,1.0
m1261.obj,Jet,1.0,1.0,1.0
m1262.obj,Jet,1.0,1.2052478945945768e-16,7.11435610067156e-17
m1263.obj,Jet,1.0,1.0,1.0
m1264.obj,Jet,1.0,7.517003277926808e-17,7.517003277926808e-17
m1265.obj,Jet,1.0,1.0,1.0
m1266.obj,Jet,1.0,1.0499511968222716e-17,1.0499511968222716e-17
m1267.obj,Jet,1.0,1.0,1.0
m1268.obj,Jet,1.0,2.2958041378850233e-16,2.066120545943007e-16
m1269.obj,Jet,1.0,1.3831740585428802e-15,5.494516491815337e-16
m1270.obj,Jet,1.0,1.0,1.0
m1271.obj,Jet,1.0,1.4298005959105825e-16,3.456766867378026e-17
m1273.obj,Jet,1.0,1.0,1.0
m1274.obj,Jet,1.0,1.0,1.0
m1275.obj,Jet,1.0,1.0,1.0
m1276.obj,Jet,1.0,2.263194038771389e-16,3.8146955137879815e-17
m1277.obj,Jet,1.0,1.0,1.0
m1278.obj,Jet,1.0,1.0,1.0
m1279.obj,Jet,1.0,1.0,1.0
m1280.obj,Jet,1.0,1.0,1.0
m1281.obj,Jet,1.0,1.0375859911958823e-16,5.074557509387412e-17
m1282.obj,Jet,1.0,1.8150287210731566e-16,9.404465209803331e-17
m1283.obj,Jet,1.0,1.0,1.0
m1284.obj,Jet,1.0,1.0,1.0
m1285.obj,Jet,1.0,7.461891441819895e-16,5.863411729557692e-17
m1286.obj,Jet,1.0,3.9195417710387275e-17,3.143191007184415e-17
m1287.obj,Jet,1.0,3.6397075876273467e-16,4.9947678061337004e-17
m1288.obj,Jet,1.0,1.0,1.0
m1289.obj,Jet,1.0,1.0,1.0
m1290.obj,Jet,1.0,1.0,1.0
m1291.obj,Jet,1.0,1.0,1.0
m1292.obj,Jet,1.0,8.414196229249514e-16,2.189312714500516e-15
m1293.obj,Jet,1.0,1.0,1.0
m1294.obj,Jet,1.0,1.0,1.0
m1295.obj,Jet,1.0,1.0,1.0
m1296.obj,Jet,1.0,1.0402512498395805e-16,3.583205625375792e-17
m1297.obj,Jet,1.0,4.751855250581277e-16,8.073287288523926e-17
m1298.obj,Jet,1.0,1.0,1.0
m1299.obj,Jet,1.0,1.0,1.0
m1300.obj,Jet,1.0,1.0,1.0
m1301.obj,Jet,1.0,1.0,1.0
D01015.obj,Knife,1.0,1.0,1.0
D01025.obj,Knife,1.0,1.0,1.0
D01032.obj,Knife,1.0,1.0,1.0
D01051.obj,Knife,1.0,1.0,1.0
D01054.obj,Knife,1.0,1.0,1.0
D01057.obj,Knife,1.0,1.0,1.0
D01063.obj,Knife,1.0,1.0,1.0
D01075.obj,Knife,1.0,1.2222725625749673e-16,1.1669495261145293e-16
D01077.obj,Knife,1.0,1.8841415854442943e-16,2.764748119666866e-16
D01107.obj,Knife,1.0,1.0,1.0
D01119.obj,Knife,1.0,1.0,1.0
D01120.obj,Knife,1.0,1.0,1.0
D01132.obj,Knife,1.0,1.0,1.0
D01150.obj,Knife,1.0,1.0,1.0
D01160.obj,Knife,1.0,1.0,1.0
D01168.obj,Knife,1.0,1.0,1.0
D01174.obj,Knife,1.0,1.0,1.0
D01175.obj,Knife,1.0,1.0,1.0
D01187.obj,Knife,1.0,1.0,1.0
D01189.obj,Knife,1.0,1.0,1.0
m722.obj,Knife,1.0,1.0,1.0
m723.obj,Knife,1.0,1.0,1.0
m724.obj,Knife,1.0,1.0,1.0
m725.obj,Knife,1.0,1.0,1.0
m726.obj,Knife,1.0,1.0,1.0
m727.obj,Knife,1.0,1.0,1.0
m728.obj,Knife,1.0,1.0,1.0
D00017.obj,MilitaryVehicle,1.0,1.0,1.0
D00051.obj,MilitaryVehicle,1.0,1.0,1.0
D00100.obj,MilitaryVehicle,1.0,2.7755575615628898e-15,1.9343722814476397e-17
D00173.obj,MilitaryVehicle,1.0,1.0,1.0
D00272.obj,MilitaryVehicle,1.0,1.0,1.0
D00334.obj,MilitaryVehicle,1.0,1.0,1.0
D00458.obj,MilitaryVehicle,1.0,1.6822015587276905e-16,9.519401815760519e-17
D00529.obj,MilitaryVehicle,1.0,9.513063512971728e-16,8.954086232164728e-16
D00577.obj,MilitaryVehicle,1.0,1.0,1.0
D00611.obj,MilitaryVehicle,1.0,2.5397864277840034e-16,8.024997313087011e-16
D00723.obj,MilitaryVehicle,1.0,1.0,1.0
D00761.obj,MilitaryVehicle,1.0,1.0,1.0
D00778.obj,MilitaryVehicle,1.0,2.4615967182587645e-17,8.066728191998718e-17
D00799.obj,MilitaryVehicle,1.0,1.0,1.0
D00801.obj,MilitaryVehicle,1.0,1.0,1.0
D00918.obj,MilitaryVehicle,1.0,3.236061439974376e-16,2.245797621186246e-16
D00932.obj,MilitaryVehicle,1.0,1.0,1.0
D00933.obj,MilitaryVehicle,1.0,1.0,1.0
D00952.obj,MilitaryVehicle,1.0,1.0,1.0
D00971.obj,MilitaryVehicle,1.0,9.604815623288833e-16,6.489182916265857e-16
D00007.obj,Monitor,1.0,1.0,1.0
